method,signature_id,T_total,T_train,T_test,On_Count,Enabled_Frac,Storage_Red,N_Activations,Trigger_Freq,N_Intervals,Median_Interval_Dur,Burst_Ratio,N_Alerts_Test,TP_Alerts,Alert_Coverage,TP_Intervals,FP_Intervals,Precision
ARIMA,4653699,602,421,181,19,0.105,0.895,10,0.055249,10,1.0,0.6316,1,1,1.0,1,9,0.1
ARIMA,4653700,602,421,181,13,0.0718,0.9282,10,0.055249,10,1.0,0.3077,1,1,1.0,1,9,0.1
ARIMA,4653701,602,421,181,11,0.0608,0.9392,7,0.038674,7,1.0,0.4545,1,1,1.0,1,6,0.1429
ARIMA,4653702,602,421,181,11,0.0608,0.9392,7,0.038674,7,1.0,0.4545,1,1,1.0,1,6,0.1429
ARIMA,4653705,602,421,181,14,0.0773,0.9227,7,0.038674,7,1.0,0.6429,1,1,1.0,1,6,0.1429
ARIMA,4653708,602,421,181,16,0.0884,0.9116,11,0.060773,11,1.0,0.5,0,0,,0,11,0.0
ARIMA,4653709,602,421,181,13,0.0718,0.9282,11,0.060773,11,1.0,0.2308,0,0,,0,11,0.0
ARIMA,4653710,602,421,181,15,0.0829,0.9171,11,0.060773,11,1.0,0.4,0,0,,0,11,0.0
ARIMA,4653716,602,421,181,14,0.0773,0.9227,8,0.044199,8,1.0,0.5714,1,1,1.0,1,7,0.125
ARIMA,4653771,562,393,169,8,0.0473,0.9527,8,0.047337,8,1.0,0.0,1,1,1.0,1,7,0.125
ARIMA,4653772,562,393,169,19,0.1124,0.8876,12,0.071006,12,1.0,0.4737,1,1,1.0,1,11,0.0833
ARIMA,4653782,562,393,169,38,0.2249,0.7751,22,0.130178,22,1.0,0.6579,0,0,,0,22,0.0
ARIMA,4653789,579,405,174,12,0.069,0.931,7,0.04023,7,1.0,0.5,1,1,1.0,1,6,0.1429
ARIMA,4653790,579,405,174,12,0.069,0.931,8,0.045977,8,1.0,0.4167,1,1,1.0,1,7,0.125
ARIMA,4653792,579,405,174,13,0.0747,0.9253,8,0.045977,8,1.0,0.4615,1,1,1.0,1,7,0.125
ARIMA,4653793,579,405,174,19,0.1092,0.8908,12,0.068966,12,1.0,0.4737,1,1,1.0,1,11,0.0833
ARIMA,4653825,567,396,171,9,0.0526,0.9474,7,0.040936,7,1.0,0.3333,1,1,1.0,1,6,0.1429
ARIMA,4653826,567,396,171,15,0.0877,0.9123,10,0.05848,10,1.0,0.6,1,1,1.0,1,9,0.1
ARIMA,4653828,567,396,171,8,0.0468,0.9532,6,0.035088,6,1.0,0.375,1,1,1.0,1,5,0.1667
ARIMA,4653829,567,396,171,8,0.0468,0.9532,4,0.023392,4,1.0,0.625,1,1,1.0,1,3,0.25
ARIMA,4653838,567,396,171,8,0.0468,0.9532,8,0.046784,8,1.0,0.0,0,0,,0,8,0.0
ARIMA,4653840,567,396,171,16,0.0936,0.9064,13,0.076023,13,1.0,0.3125,0,0,,0,13,0.0
ARIMA,4653842,567,396,171,20,0.117,0.883,16,0.093567,16,1.0,0.35,0,0,,0,16,0.0
ARIMA,4653861,596,417,179,16,0.0894,0.9106,10,0.055866,10,1.0,0.5,1,1,1.0,2,8,0.2
ARIMA,4653862,596,417,179,19,0.1061,0.8939,12,0.067039,12,1.0,0.5263,1,1,1.0,2,10,0.1667
ARIMA,4653863,596,417,179,12,0.067,0.933,10,0.055866,10,1.0,0.3333,1,1,1.0,1,9,0.1
ARIMA,4653864,596,417,179,19,0.1061,0.8939,9,0.050279,9,1.0,0.7368,1,1,1.0,2,7,0.2222
ARIMA,4653865,596,417,179,20,0.1117,0.8883,8,0.044693,8,2.0,0.8,1,1,1.0,2,6,0.25
ARIMA,4653867,596,417,179,34,0.1899,0.8101,18,0.100559,18,1.0,0.7059,0,0,,0,18,0.0
ARIMA,4653869,596,417,179,16,0.0894,0.9106,12,0.067039,12,1.0,0.3125,0,0,,0,12,0.0
ARIMA,4653870,596,417,179,17,0.095,0.905,13,0.072626,13,1.0,0.2941,0,0,,0,13,0.0
ARIMA,4653871,596,417,179,13,0.0726,0.9274,11,0.061453,11,1.0,0.3077,0,0,,0,11,0.0
ARIMA,4653873,596,417,179,16,0.0894,0.9106,12,0.067039,12,1.0,0.3125,0,0,,0,12,0.0
ARIMA,4653874,596,417,179,21,0.1173,0.8827,13,0.072626,13,1.0,0.5238,0,0,,0,13,0.0
ARIMA,4653876,596,417,179,21,0.1173,0.8827,15,0.083799,15,1.0,0.4286,0,0,,0,15,0.0
ARIMA,4653879,635,444,191,11,0.0576,0.9424,8,0.041885,8,1.0,0.4545,1,0,0.0,0,8,0.0
ARIMA,4653880,635,444,191,16,0.0838,0.9162,7,0.036649,7,1.0,0.75,1,1,1.0,1,6,0.1429
ARIMA,4653881,635,444,191,10,0.0524,0.9476,10,0.052356,10,1.0,0.0,0,0,,0,10,0.0
ARIMA,4653882,635,444,191,8,0.0419,0.9581,6,0.031414,6,1.0,0.375,1,0,0.0,0,6,0.0
ARIMA,4653883,635,444,191,11,0.0576,0.9424,9,0.04712,9,1.0,0.2727,1,1,1.0,2,7,0.2222
ARIMA,4653885,635,444,191,17,0.089,0.911,9,0.04712,9,1.0,0.6471,0,0,,0,9,0.0
ARIMA,4653887,635,444,191,10,0.0524,0.9476,9,0.04712,9,1.0,0.2,0,0,,0,9,0.0
ARIMA,4653888,635,444,191,20,0.1047,0.8953,15,0.078534,15,1.0,0.45,0,0,,0,15,0.0
ARIMA,4653889,635,444,191,20,0.1047,0.8953,13,0.068063,13,1.0,0.55,0,0,,0,13,0.0
ARIMA,4653890,635,444,191,19,0.0995,0.9005,14,0.073298,14,1.0,0.4737,0,0,,0,14,0.0
ARIMA,4653894,635,444,191,11,0.0576,0.9424,11,0.057592,11,1.0,0.0,0,0,,0,11,0.0
ARIMA,4653896,635,444,191,13,0.0681,0.9319,7,0.036649,7,1.0,0.6154,0,0,,0,7,0.0
ARIMA,4653987,582,407,175,12,0.0686,0.9314,7,0.04,7,1.0,0.5833,1,1,1.0,1,6,0.1429
ARIMA,4653988,582,407,175,13,0.0743,0.9257,8,0.045714,8,1.0,0.5385,1,1,1.0,1,7,0.125
ARIMA,4653989,582,407,175,21,0.12,0.88,8,0.045714,8,1.5,0.8095,1,1,1.0,1,7,0.125
ARIMA,4653990,582,407,175,11,0.0629,0.9371,6,0.034286,6,1.0,0.6364,1,1,1.0,1,5,0.1667
ARIMA,4653991,582,407,175,12,0.0686,0.9314,7,0.04,7,1.0,0.5833,1,1,1.0,1,6,0.1429
ARIMA,4653996,582,407,175,20,0.1143,0.8857,7,0.04,7,1.0,0.8,1,0,0.0,0,7,0.0
ARIMA,4653997,582,407,175,20,0.1143,0.8857,7,0.04,7,1.0,0.8,1,0,0.0,0,7,0.0
ARIMA,4653998,582,407,175,14,0.08,0.92,10,0.057143,10,1.0,0.4286,0,0,,0,10,0.0
ARIMA,4653999,582,407,175,20,0.1143,0.8857,7,0.04,7,1.0,0.8,1,0,0.0,0,7,0.0
ARIMA,4654000,582,407,175,21,0.12,0.88,5,0.028571,5,1.0,0.8571,1,0,0.0,0,5,0.0
ARIMA,4654002,582,407,175,17,0.0971,0.9029,10,0.057143,10,1.0,0.6471,1,1,1.0,1,9,0.1
ARIMA,4654004,582,407,175,21,0.12,0.88,16,0.091429,16,1.0,0.4286,0,0,,0,16,0.0
ARIMA,4654023,598,418,180,12,0.0667,0.9333,6,0.033333,6,1.5,0.75,1,0,0.0,0,6,0.0
ARIMA,4654024,598,418,180,8,0.0444,0.9556,7,0.038889,7,1.0,0.25,1,0,0.0,0,7,0.0
ARIMA,4654025,598,418,180,12,0.0667,0.9333,7,0.038889,7,1.0,0.5833,1,0,0.0,0,7,0.0
ARIMA,4654026,598,418,180,10,0.0556,0.9444,9,0.05,9,1.0,0.2,1,0,0.0,0,9,0.0
ARIMA,4654027,598,418,180,9,0.05,0.95,8,0.044444,8,1.0,0.2222,1,0,0.0,0,8,0.0
ARIMA,4654033,598,418,180,16,0.0889,0.9111,9,0.05,9,1.0,0.6875,1,1,1.0,2,7,0.2222
ARIMA,4654034,598,418,180,15,0.0833,0.9167,13,0.072222,13,1.0,0.2,0,0,,0,13,0.0
ARIMA,4654035,598,418,180,18,0.1,0.9,8,0.044444,8,1.0,0.7222,1,1,1.0,2,6,0.25
ARIMA,4654036,598,418,180,19,0.1056,0.8944,9,0.05,9,1.0,0.6842,0,0,,0,9,0.0
ARIMA,4654041,561,392,169,19,0.1124,0.8876,13,0.076923,13,1.0,0.4211,1,1,1.0,2,11,0.1538
ARIMA,4654042,561,392,169,17,0.1006,0.8994,10,0.059172,10,1.0,0.5882,1,1,1.0,2,8,0.2
ARIMA,4654044,561,392,169,18,0.1065,0.8935,9,0.053254,9,1.0,0.6111,1,1,1.0,2,7,0.2222
ARIMA,4654045,561,392,169,29,0.1716,0.8284,12,0.071006,12,1.0,0.7586,1,1,1.0,2,10,0.1667
ARIMA,4654050,561,392,169,20,0.1183,0.8817,13,0.076923,13,1.0,0.45,1,1,1.0,1,12,0.0769
ARIMA,4654051,561,392,169,14,0.0828,0.9172,13,0.076923,13,1.0,0.1429,0,0,,0,13,0.0
ARIMA,4654054,561,392,169,17,0.1006,0.8994,12,0.071006,12,1.0,0.4118,0,0,,0,12,0.0
ARIMA,4654059,606,424,182,18,0.0989,0.9011,9,0.049451,9,1.0,0.6667,1,1,1.0,1,8,0.1111
ARIMA,4654060,606,424,182,13,0.0714,0.9286,7,0.038462,7,1.0,0.6154,1,1,1.0,1,6,0.1429
ARIMA,4654062,606,424,182,17,0.0934,0.9066,9,0.049451,9,1.0,0.5882,1,1,1.0,1,8,0.1111
ARIMA,4654063,606,424,182,19,0.1044,0.8956,11,0.06044,11,1.0,0.5263,1,1,1.0,1,10,0.0909
ARIMA,4654068,606,424,182,18,0.0989,0.9011,13,0.071429,13,1.0,0.4444,1,1,1.0,1,12,0.0769
ARIMA,4654069,606,424,182,20,0.1099,0.8901,13,0.071429,13,1.0,0.5,1,1,1.0,1,12,0.0769
ARIMA,4654071,606,424,182,17,0.0934,0.9066,13,0.071429,13,1.0,0.4118,1,1,1.0,1,12,0.0769
ARIMA,4654072,606,424,182,23,0.1264,0.8736,14,0.076923,14,1.0,0.5217,2,2,1.0,1,13,0.0714
ARIMA,4654074,606,424,182,24,0.1319,0.8681,11,0.06044,11,1.0,0.75,1,1,1.0,1,10,0.0909
ARIMA,4654076,606,424,182,22,0.1209,0.8791,16,0.087912,16,1.0,0.4091,1,1,1.0,1,15,0.0625
ARIMA,4654077,565,395,170,19,0.1118,0.8882,9,0.052941,9,1.0,0.6316,1,1,1.0,1,8,0.1111
ARIMA,4654078,565,395,170,19,0.1118,0.8882,9,0.052941,9,1.0,0.6842,1,1,1.0,1,8,0.1111
ARIMA,4654080,565,395,170,17,0.1,0.9,10,0.058824,10,1.0,0.5294,1,1,1.0,2,8,0.2
ARIMA,4654081,565,395,170,21,0.1235,0.8765,10,0.058824,10,1.0,0.7143,1,1,1.0,2,8,0.2
ARIMA,4654086,565,395,170,15,0.0882,0.9118,12,0.070588,12,1.0,0.3333,0,0,,0,12,0.0
ARIMA,4654095,619,433,186,15,0.0806,0.9194,10,0.053763,10,1.0,0.5333,1,0,0.0,0,10,0.0
ARIMA,4654096,619,433,186,13,0.0699,0.9301,11,0.05914,11,1.0,0.2308,1,0,0.0,0,11,0.0
ARIMA,4654097,619,433,186,12,0.0645,0.9355,8,0.043011,8,1.0,0.5,1,0,0.0,0,8,0.0
ARIMA,4654098,619,433,186,11,0.0591,0.9409,9,0.048387,9,1.0,0.2727,1,0,0.0,0,9,0.0
ARIMA,4654099,619,433,186,14,0.0753,0.9247,10,0.053763,10,1.0,0.4286,1,0,0.0,0,10,0.0
ARIMA,4654101,619,433,186,16,0.086,0.914,13,0.069892,13,1.0,0.3125,0,0,,0,13,0.0
ARIMA,4654104,619,433,186,18,0.0968,0.9032,9,0.048387,9,1.0,0.7222,1,1,1.0,1,8,0.1111
ARIMA,4654105,619,433,186,18,0.0968,0.9032,9,0.048387,9,1.0,0.7222,1,1,1.0,1,8,0.1111
ARIMA,4654106,619,433,186,15,0.0806,0.9194,13,0.069892,13,1.0,0.2667,0,0,,0,13,0.0
ARIMA,4654107,619,433,186,18,0.0968,0.9032,9,0.048387,9,1.0,0.7222,1,1,1.0,1,8,0.1111
ARIMA,4654108,619,433,186,20,0.1075,0.8925,11,0.05914,11,1.0,0.6,1,1,1.0,1,10,0.0909
ARIMA,4654110,619,433,186,22,0.1183,0.8817,14,0.075269,14,1.0,0.5909,0,0,,0,14,0.0
ARIMA,4654112,619,433,186,23,0.1237,0.8763,14,0.075269,14,1.0,0.4783,0,0,,0,14,0.0
ARIMA,4654114,593,415,178,15,0.0843,0.9157,8,0.044944,8,1.0,0.6667,1,1,1.0,1,7,0.125
ARIMA,4654116,593,415,178,17,0.0955,0.9045,10,0.05618,10,1.0,0.5882,1,1,1.0,1,9,0.1
ARIMA,4654119,593,415,178,18,0.1011,0.8989,10,0.05618,10,1.0,0.5556,0,0,,0,10,0.0
ARIMA,4654123,593,415,178,20,0.1124,0.8876,14,0.078652,14,1.0,0.45,0,0,,0,14,0.0
ARIMA,4654124,593,415,178,24,0.1348,0.8652,7,0.039326,7,1.0,0.8333,1,1,1.0,1,6,0.1429
ARIMA,4654126,593,415,178,19,0.1067,0.8933,11,0.061798,11,1.0,0.4737,0,0,,0,11,0.0
ARIMA,4654128,593,415,178,12,0.0674,0.9326,10,0.05618,10,1.0,0.25,0,0,,0,10,0.0
ARIMA,4654134,589,412,177,13,0.0734,0.9266,10,0.056497,10,1.0,0.3846,1,1,1.0,2,8,0.2
ARIMA,4654135,589,412,177,12,0.0678,0.9322,9,0.050847,9,1.0,0.4167,1,1,1.0,2,7,0.2222
ARIMA,4654144,589,412,177,12,0.0678,0.9322,10,0.056497,10,1.0,0.3333,0,0,,0,10,0.0
ARIMA,4654149,594,415,179,15,0.0838,0.9162,11,0.061453,11,1.0,0.4,1,1,1.0,2,9,0.1818
ARIMA,4654312,614,429,185,22,0.1189,0.8811,12,0.064865,12,1.0,0.6818,1,1,1.0,1,11,0.0833
ARIMA,4654313,614,429,185,24,0.1297,0.8703,13,0.07027,13,1.0,0.5833,1,1,1.0,2,11,0.1538
ARIMA,4654314,614,429,185,20,0.1081,0.8919,14,0.075676,14,1.0,0.5,1,1,1.0,2,12,0.1429
ARIMA,4654316,614,429,185,16,0.0865,0.9135,6,0.032432,6,1.5,0.8125,1,1,1.0,1,5,0.1667
ARIMA,4654318,614,429,185,20,0.1081,0.8919,9,0.048649,9,1.0,0.7,1,1,1.0,1,8,0.1111
ARIMA,4654321,614,429,185,18,0.0973,0.9027,11,0.059459,11,1.0,0.6111,1,1,1.0,2,9,0.1818
ARIMA,4654322,614,429,185,21,0.1135,0.8865,12,0.064865,12,1.0,0.619,1,1,1.0,2,10,0.1667
ARIMA,4654323,614,429,185,14,0.0757,0.9243,7,0.037838,7,1.0,0.7143,1,1,1.0,1,6,0.1429
ARIMA,4654324,614,429,185,17,0.0919,0.9081,9,0.048649,9,1.0,0.6471,1,1,1.0,2,7,0.2222
ARIMA,4654325,614,429,185,17,0.0919,0.9081,8,0.043243,8,1.5,0.7647,2,1,0.5,2,6,0.25
ARIMA,4654327,614,429,185,13,0.0703,0.9297,9,0.048649,9,1.0,0.5385,1,1,1.0,2,7,0.2222
ARIMA,4654329,614,429,185,22,0.1189,0.8811,6,0.032432,6,1.5,0.8636,1,1,1.0,1,5,0.1667
ARIMA,4654330,613,429,184,13,0.0707,0.9293,7,0.038043,7,1.0,0.6923,1,1,1.0,1,6,0.1429
ARIMA,4654331,613,429,184,14,0.0761,0.9239,8,0.043478,8,1.0,0.6429,1,1,1.0,1,7,0.125
ARIMA,4654333,613,429,184,12,0.0652,0.9348,8,0.043478,8,1.0,0.5,1,1,1.0,1,7,0.125
ARIMA,4654334,613,429,184,15,0.0815,0.9185,9,0.048913,9,1.0,0.6,1,1,1.0,1,8,0.1111
ARIMA,4654340,613,429,184,24,0.1304,0.8696,18,0.097826,18,1.0,0.4167,0,0,,0,18,0.0
ARIMA,4654343,613,429,184,14,0.0761,0.9239,9,0.048913,9,1.0,0.5714,0,0,,0,9,0.0
ARIMA,4654345,613,429,184,22,0.1196,0.8804,11,0.059783,11,1.0,0.6818,0,0,,0,11,0.0
ARIMA,4654347,613,429,184,15,0.0815,0.9185,10,0.054348,10,1.0,0.4667,1,1,1.0,2,8,0.2
ARIMA,4654348,521,364,157,10,0.0637,0.9363,5,0.031847,5,1.0,0.6,1,1,1.0,2,3,0.4
ARIMA,4654349,521,364,157,11,0.0701,0.9299,6,0.038217,6,1.0,0.5455,1,1,1.0,2,4,0.3333
ARIMA,4654350,521,364,157,13,0.0828,0.9172,8,0.050955,8,1.0,0.4615,1,1,1.0,1,7,0.125
ARIMA,4654351,521,364,157,11,0.0701,0.9299,6,0.038217,6,1.0,0.5455,1,1,1.0,2,4,0.3333
ARIMA,4654352,521,364,157,11,0.0701,0.9299,6,0.038217,6,1.0,0.5455,1,1,1.0,2,4,0.3333
ARIMA,4654359,521,364,157,18,0.1146,0.8854,12,0.076433,12,1.0,0.5556,0,0,,0,12,0.0
ARIMA,4654361,521,364,157,5,0.0318,0.9682,5,0.031847,5,1.0,0.0,0,0,,0,5,0.0
ARIMA,4654384,576,403,173,14,0.0809,0.9191,8,0.046243,8,1.0,0.6429,1,1,1.0,2,6,0.25
ARIMA,4654385,576,403,173,15,0.0867,0.9133,9,0.052023,9,1.0,0.6,1,1,1.0,2,7,0.2222
ARIMA,4654387,576,403,173,9,0.052,0.948,7,0.040462,7,1.0,0.3333,1,1,1.0,2,5,0.2857
ARIMA,4654388,576,403,173,11,0.0636,0.9364,7,0.040462,7,1.0,0.5455,1,1,1.0,2,5,0.2857
ARIMA,4654393,576,403,173,17,0.0983,0.9017,14,0.080925,14,1.0,0.2941,0,0,,0,14,0.0
ARIMA,4654394,576,403,173,18,0.104,0.896,14,0.080925,14,1.0,0.3889,0,0,,0,14,0.0
ARIMA,4654395,576,403,173,19,0.1098,0.8902,13,0.075145,13,1.0,0.4211,0,0,,0,13,0.0
ARIMA,4654396,576,403,173,18,0.104,0.896,9,0.052023,9,1.0,0.6111,0,0,,0,9,0.0
ARIMA,4654397,576,403,173,24,0.1387,0.8613,13,0.075145,13,1.0,0.5833,0,0,,0,13,0.0
ARIMA,4654399,576,403,173,18,0.104,0.896,11,0.063584,11,1.0,0.6111,0,0,,0,11,0.0
ARIMA,4654421,565,395,170,11,0.0647,0.9353,7,0.041176,7,1.0,0.5455,1,1,1.0,1,6,0.1429
ARIMA,4654423,565,395,170,12,0.0706,0.9294,10,0.058824,10,1.0,0.25,1,1,1.0,1,9,0.1
ARIMA,4654430,565,395,170,22,0.1294,0.8706,14,0.082353,14,1.0,0.5455,0,0,,0,14,0.0
ARIMA,4654510,589,412,177,14,0.0791,0.9209,5,0.028249,5,3.0,0.8571,1,0,0.0,0,5,0.0
ARIMA,4654511,589,412,177,14,0.0791,0.9209,8,0.045198,8,1.0,0.5714,1,0,0.0,0,8,0.0
ARIMA,4654512,589,412,177,16,0.0904,0.9096,8,0.045198,8,1.0,0.625,1,1,1.0,1,7,0.125
ARIMA,4654513,589,412,177,14,0.0791,0.9209,8,0.045198,8,1.0,0.5714,1,0,0.0,0,8,0.0
ARIMA,4654514,589,412,177,16,0.0904,0.9096,6,0.033898,6,2.0,0.8125,1,1,1.0,1,5,0.1667
ARIMA,4654564,574,401,173,115,0.6647,0.3353,14,0.080925,14,3.0,0.9739,1,1,1.0,3,11,0.2143
ARIMA,4654566,574,401,173,45,0.2601,0.7399,17,0.098266,17,2.0,0.8444,1,1,1.0,1,16,0.0588
ARIMA,4654567,574,401,173,111,0.6416,0.3584,16,0.092486,16,3.0,0.964,1,1,1.0,2,14,0.125
ARIMA,4654568,574,401,173,111,0.6416,0.3584,17,0.098266,17,3.0,0.955,1,1,1.0,3,14,0.1765
ARIMA,4654573,574,401,173,25,0.1445,0.8555,12,0.069364,12,1.0,0.64,1,1,1.0,1,11,0.0833
ARIMA,4654575,574,401,173,20,0.1156,0.8844,9,0.052023,9,1.0,0.7,1,1,1.0,1,8,0.1111
ARIMA,4654576,574,401,173,23,0.1329,0.8671,14,0.080925,14,1.0,0.6087,1,1,1.0,1,13,0.0714
ARIMA,4654577,574,401,173,21,0.1214,0.8786,10,0.057803,10,2.0,0.8095,1,1,1.0,1,9,0.1
ARIMA,4654581,574,401,173,36,0.2081,0.7919,16,0.092486,16,1.0,0.6944,1,1,1.0,3,13,0.1875
ARIMA,4654582,586,410,176,14,0.0795,0.9205,10,0.056818,10,1.0,0.3571,1,1,1.0,2,8,0.2
ARIMA,4654583,586,410,176,11,0.0625,0.9375,7,0.039773,7,1.0,0.4545,1,1,1.0,2,5,0.2857
ARIMA,4654584,586,410,176,9,0.0511,0.9489,7,0.039773,7,1.0,0.3333,1,1,1.0,2,5,0.2857
ARIMA,4654585,586,410,176,15,0.0852,0.9148,8,0.045455,8,1.0,0.6,1,1,1.0,2,6,0.25
ARIMA,4654586,586,410,176,14,0.0795,0.9205,8,0.045455,8,1.0,0.5,1,1,1.0,1,7,0.125
ARIMA,4654590,586,410,176,14,0.0795,0.9205,14,0.079545,14,1.0,0.0,0,0,,0,14,0.0
ARIMA,4654594,586,410,176,37,0.2102,0.7898,17,0.096591,17,1.0,0.7297,0,0,,0,17,0.0
ARIMA,4654595,586,410,176,16,0.0909,0.9091,10,0.056818,10,1.0,0.625,0,0,,0,10,0.0
ARIMA,4654599,586,410,176,14,0.0795,0.9205,12,0.068182,12,1.0,0.2143,0,0,,0,12,0.0
ARIMA,4654636,577,403,174,18,0.1034,0.8966,12,0.068966,12,1.0,0.5,1,1,1.0,1,11,0.0833
ARIMA,4654637,577,403,174,18,0.1034,0.8966,11,0.063218,11,1.0,0.5556,1,1,1.0,1,10,0.0909
ARIMA,4654638,577,403,174,25,0.1437,0.8563,16,0.091954,16,1.0,0.56,0,0,,0,16,0.0
ARIMA,4654639,577,403,174,17,0.0977,0.9023,11,0.063218,11,1.0,0.4706,1,1,1.0,1,10,0.0909
ARIMA,4654640,577,403,174,21,0.1207,0.8793,10,0.057471,10,1.0,0.7143,1,1,1.0,1,9,0.1
ARIMA,4654646,577,403,174,14,0.0805,0.9195,11,0.063218,11,1.0,0.3571,0,0,,0,11,0.0
ARIMA,4654647,577,403,174,15,0.0862,0.9138,11,0.063218,11,1.0,0.4,0,0,,0,11,0.0
ARIMA,4654649,577,403,174,15,0.0862,0.9138,7,0.04023,7,1.0,0.6667,0,0,,0,7,0.0
ARIMA,4654651,577,403,174,21,0.1207,0.8793,13,0.074713,13,1.0,0.4762,0,0,,0,13,0.0
ARIMA,4654654,594,415,179,27,0.1508,0.8492,15,0.083799,15,1.0,0.6296,1,1,1.0,2,13,0.1333
ARIMA,4654655,594,415,179,12,0.067,0.933,9,0.050279,9,1.0,0.4167,1,1,1.0,1,8,0.1111
ARIMA,4654657,594,415,179,20,0.1117,0.8883,13,0.072626,13,1.0,0.55,1,1,1.0,2,11,0.1538
ARIMA,4654658,594,415,179,14,0.0782,0.9218,10,0.055866,10,1.0,0.3571,1,1,1.0,1,9,0.1
ARIMA,4654660,594,415,179,18,0.1006,0.8994,12,0.067039,12,1.0,0.5556,0,0,,0,12,0.0
ARIMA,4654663,594,415,179,18,0.1006,0.8994,14,0.078212,14,1.0,0.3889,0,0,,0,14,0.0
ARIMA,4654664,594,415,179,18,0.1006,0.8994,14,0.078212,14,1.0,0.3889,0,0,,0,14,0.0
ARIMA,4654665,594,415,179,14,0.0782,0.9218,11,0.061453,11,1.0,0.3571,0,0,,0,11,0.0
ARIMA,4654666,594,415,179,20,0.1117,0.8883,14,0.078212,14,1.0,0.45,0,0,,0,14,0.0
ARIMA,4654667,594,415,179,25,0.1397,0.8603,13,0.072626,13,1.0,0.64,0,0,,0,13,0.0
ARIMA,4654669,594,415,179,18,0.1006,0.8994,14,0.078212,14,1.0,0.2778,0,0,,0,14,0.0
ARIMA,4654671,594,415,179,10,0.0559,0.9441,10,0.055866,10,1.0,0.0,0,0,,0,10,0.0
ARIMA,4654673,583,408,175,26,0.1486,0.8514,16,0.091429,16,1.0,0.6154,1,1,1.0,2,14,0.125
ARIMA,4654675,583,408,175,16,0.0914,0.9086,12,0.068571,12,1.0,0.375,1,1,1.0,1,11,0.0833
ARIMA,4654676,583,408,175,19,0.1086,0.8914,14,0.08,14,1.0,0.3684,1,1,1.0,1,13,0.0714
ARIMA,4654678,583,408,175,16,0.0914,0.9086,9,0.051429,9,1.0,0.625,0,0,,0,9,0.0
ARIMA,4654681,583,408,175,16,0.0914,0.9086,14,0.08,14,1.0,0.1875,0,0,,0,14,0.0
ARIMA,4654684,583,408,175,21,0.12,0.88,12,0.068571,12,1.0,0.619,0,0,,0,12,0.0
ARIMA,4669835,2604,1822,782,36,0.046,0.954,33,0.042199,33,1.0,0.1389,0,0,,0,33,0.0
ARIMA,4670242,612,428,184,11,0.0598,0.9402,8,0.043478,8,1.0,0.3636,0,0,,0,8,0.0
ARIMA,4670243,612,428,184,11,0.0598,0.9402,8,0.043478,8,1.0,0.3636,0,0,,0,8,0.0
ARIMA,4670245,612,428,184,19,0.1033,0.8967,9,0.048913,9,1.0,0.6842,0,0,,0,9,0.0
ARIMA,4969001,213,149,64,8,0.125,0.875,2,0.03125,2,4.0,1.0,1,1,1.0,1,1,0.5
